"country","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","y2019","y2020"
"SI",11076,11714,12504,13156,13878,14551,15676,17373,18757,17758,17749,18052,17626,17700,18253,18830,19589,20820,22136,23167,22312
